mz	intensity	rcdk_assignment_top	rcdk_top_mass	rcdk_all_outputs	formula	index	from_index	to_index
50.0151	1.385	C4H2	50.01565006446	0.0005500644600004989	C4H2	frag_0		
51.02293	1.54	C4H3	51.02347509669	0.0005450966899971377	C4H3	frag_1		
53.03858	2.54666666666667	C4H5	53.03912516115	0.0005451611499935893	C4H5	frag_2		
54.03383	0.86	C3H4N	54.03437413335	0.0005441333499973666	C3H4N	frag_3		
55.05423	2.34666666666667	C4H7	55.05477522561	0.0005452256100042518	C4H7	frag_4		
57.06988	0.3875	C4H9	57.07042529007	0.0005452900700007035	C4H9	frag_5		
65.03858	3.25666666666667	C5H5	65.03912516115	0.0005451611500006948	C5H5	frag_6		
66.0464	1.39	C5H6	66.04695019338	0.0005501933799934022	C5H6	frag_7		
67.04165	0.49	C4H5N	67.04219916558	0.0005491655799971795	C4H5N	frag_8		
67.05423	0.45	C5H7	67.05477522561	0.0005452256099971464	C5H7	frag_9		
68.04948	0.575	C4H6N	68.05002419781	0.0005441978100009237	C4H6N	frag_10		
69.06988	4.13	C5H9	69.07042529007	0.0005452900700078089	C5H9	frag_11		
77.03858	1.77	C6H5	77.03912516115	0.0005451611500006948	C6H5	frag_12		
78.03383	2.84333333333333	C5H4N	78.03437413335	0.000544133350004472	C5H4N	frag_13		
78.0464	2.34	C6H6	78.04695019338	0.0005501933799934022	C6H6	frag_14		
79.05423	3.388	C6H7	79.05477522561	0.0005452256099971464	C6H7	frag_15		
80.04948	2.0725	C5H6N	80.05002419781	0.0005441978100009237	C5H6N	frag_16		
80.06205	0.46	C6H8	80.06260025784	0.0005502578400040647	C6H8	frag_17		
81.0573	0.673333333333333	C5H7N	81.05784923004	0.000549230040007842	C5H7N	frag_18		
82.06513	0.386666666666667	C5H8N	82.06567426227	0.0005442622699973754	C5H8N	frag_19		
83.08553	35.48	C6H11	83.08607535453	0.0005453545299900497	C6H11	frag_20		
89.03858	0.81	C7H5	89.03912516115	0.0005451611500006948	C7H5	frag_21		
90.0464	0.84	C7H6	90.04695019338	0.0005501933799934022	C7H6	frag_22		
91.05423	8.846	C7H7	91.05477522561	0.0005452256099971464	C7H7	frag_23		
92.04948	0.976666666666667	C6H6N	92.05002419781	0.0005441978100009237	C6H6N	frag_24		
93.0573	2.205	C6H7N	93.05784923004	0.000549230040007842	C6H7N	frag_25		
93.06988	1.804	C7H9	93.07042529007	0.0005452900700078089	C7H9	frag_26		
94.06513	1.22333333333333	C6H8N	94.06567426227	0.0005442622699973754	C6H8N	frag_27		
95.07295	0.55	C6H9N	95.0734992945	0.0005492944999900828	C6H9N	frag_28		
103.05423	1.38	C8H7	103.05477522561	0.0005452256099971464	C8H7	frag_29		
104.04948	17.6766666666667	C7H6N	104.05002419781	0.0005441978100009237	C7H6N	frag_30		
105.0573	0.815	C7H7N	105.05784923004	0.000549230040007842	C7H7N	frag_31		
105.06988	1.25	C8H9	105.07042529007	0.0005452900700078089	C8H9	frag_32		
106.06513	8.184	C7H8N	106.06567426227	0.0005442622699973754	C7H8N	frag_33		
107.07295	1.282	C7H9N	107.0734992945	0.0005492944999900828	C7H9N	frag_34		
108.08078	0.43	C7H10N	108.08132432673	0.000544326729993827	C7H10N	frag_35		
115.05423	0.875	C9H7	115.05477522561	0.0005452256099971464	C9H7	frag_36		
116.04948	1.36	C8H6N	116.05002419781	0.0005441978100009237	C8H6N	frag_37		
117.0573	12.3	C8H7N	117.05784923004	0.000549230040007842	C8H7N	frag_38		
117.06988	0.43	C9H9	117.07042529007	0.0005452900700078089	C9H9	frag_39		
118.06513	10.49	C8H8N	118.06567426227	0.0005442622699973754	C8H8N	frag_40		
119.07295	6.4825	C8H9N	119.0734992945	0.0005492944999900828	C8H9N	frag_41		
120.08078	3.918	C8H10N	120.08132432673	0.000544326729993827	C8H10N	frag_42		
121.0886	5.81714285714286	C8H11N	121.08914935896	0.0005493589600007454	C8H11N	frag_43		
128.06205	0.81	C10H8	128.06260025784	0.0005502578399898539	C10H8	frag_44		
129.06988	0.44	C10H9	129.07042529007	0.0005452900699935981	C10H9	frag_45		
130.06513	2.72333333333333	C9H8N	130.06567426227	0.0005442622699831645	C9H8N	frag_46		
131.07295	3.69	C9H9N	131.0734992945	0.0005492945000185046	C9H9N	frag_47		
132.08078	36.46	C9H10N	132.08132432673	0.000544326729993827	C9H10N	frag_48		
133.0886	9.826	C9H11N	133.08914935896001	0.0005493589600007454	C9H11N	frag_49		
134.09643	1.6075	C9H12N	134.09697439119	0.0005443911900044895	C9H12N	frag_50		
135.10425	0.6575	C9H13N	135.10479942342	0.0005494234199829862	C9H13N	frag_51		
136.11208	0.58	C9H14N	136.11262445565	0.0005444556500151521	C9H14N	frag_52		
144.08078	2.455	C10H10N	144.08132432673	0.000544326729993827	C10H10N	frag_53		
145.0886	0.555	C10H11N	145.08914935896001	0.0005493589600007454	C10H11N	frag_54		
146.09643	48.465	C10H12N	146.09697439119	0.0005443911900044895	C10H12N	frag_55		
147.10425	21.9783333333333	C10H13N	147.10479942342	0.0005494234199829862	C10H13N	frag_56		
148.11208	11.3116666666667	C10H14N	148.11262445565	0.0005444556500151521	C10H14N	frag_57		
149.1199	7.36	C10H15N	149.12044948788	0.0005494878799936487	C10H15N	frag_58		
160.11208	3.03333333333333	C11H14N	160.11262445565	0.0005444556500151521	C11H14N	frag_59		
161.1199	2.09	C11H15N	161.12044948788	0.0005494878799936487	C11H15N	frag_60		
162.12773	52.2455555555556	C11H16N	162.12827452010998	0.0005445201099689712	C11H16N	frag_61		
163.13555	41.2975	C11H17N	163.13609955234	0.0005495523400043112	C11H17N	frag_62		
164.14338	0.34	C11H18N	164.14392458457002	0.0005445845700080554	C11H18N	frag_63		
176.14338	32.4083333333333	C12H18N	176.14392458457002	0.0005445845700080554	C12H18N	frag_64		
177.1512	55.6433333333333	C12H19N	177.1517496168	0.0005496168000149737	C12H19N	frag_65		
1.0078300000000056	1.4625				H	loss_0	frag_1	frag_0
3.0234800000000064	1.96583				H3	loss_1	frag_2	frag_0
5.03913	1.86583				H5	loss_2	frag_4	frag_0
15.02348	2.32083				CH3	loss_3	frag_6	frag_0
16.03130000000001	1.3875				CH4	loss_4	frag_7	frag_0
19.05478	2.7575				CH7	loss_5	frag_11	frag_0
27.02348	1.5775				C2H3	loss_6	frag_12	frag_0
28.018729999999998	2.11417				CH2N	loss_7	frag_13	frag_0
28.03130000000001	1.8625				C2H4	loss_8	frag_14	frag_0
29.039130000000007	2.3865				C2H5	loss_9	frag_15	frag_0
30.034380000000006	1.72875				CH4N	loss_10	frag_16	frag_0
33.07043000000001	18.4325				C2H9	loss_11	frag_20	frag_0
41.03913000000001	5.1155				C3H5	loss_12	frag_23	frag_0
43.0422	1.795				C2H5N	loss_13	frag_25	frag_0
43.05478	1.5945				C3H7	loss_14	frag_26	frag_0
54.034380000000006	9.53083				C3H4N	loss_15	frag_30	frag_0
56.05003	4.7845				C3H6N	loss_16	frag_33	frag_0
67.04220000000001	6.8425				C4H5N	loss_17	frag_38	frag_0
68.05002999999999	5.9375				C4H6N	loss_18	frag_40	frag_0
69.05785	3.93375				C4H7N	loss_19	frag_41	frag_0
70.06568000000001	2.6515				C4H8N	loss_20	frag_42	frag_0
71.0735	3.60107				C4H9N	loss_21	frag_43	frag_0
80.05003000000002	2.05417				C5H6N	loss_22	frag_46	frag_0
81.05785	2.5375				C5H7N	loss_23	frag_47	frag_0
82.06568000000001	18.9225				C5H8N	loss_24	frag_48	frag_0
83.07350000000002	5.6055				C5H9N	loss_25	frag_49	frag_0
84.08133000000001	1.49625				C5H10N	loss_26	frag_50	frag_0
94.06568000000001	1.92				C6H8N	loss_27	frag_53	frag_0
96.08133000000001	24.925				C6H10N	loss_28	frag_55	frag_0
97.08915000000002	11.68167				C6H11N	loss_29	frag_56	frag_0
98.09698	6.34833				C6H12N	loss_30	frag_57	frag_0
99.10480000000001	4.3725				C6H13N	loss_31	frag_58	frag_0
110.09698	2.20917				C7H12N	loss_32	frag_59	frag_0
111.10480000000001	1.7375				C7H13N	loss_33	frag_60	frag_0
112.11263000000002	26.81528				C7H14N	loss_34	frag_61	frag_0
113.12045	21.34125				C7H15N	loss_35	frag_62	frag_0
126.12828000000002	16.89667				C8H16N	loss_36	frag_64	frag_0
127.1361	28.51417				C8H17N	loss_37	frag_65	frag_0
2.015650000000001	2.04333				H2	loss_38	frag_2	frag_1
4.0312999999999946	1.94333				H4	loss_39	frag_4	frag_1
14.015649999999994	2.39833				CH2	loss_40	frag_6	frag_1
18.046949999999995	2.835				CH6	loss_41	frag_11	frag_1
26.015649999999994	1.655				C2H2	loss_42	frag_12	frag_1
27.010899999999992	2.19167				CHN	loss_43	frag_13	frag_1
27.023470000000003	1.94				C2H3	loss_44	frag_14	frag_1
28.0313	2.464				C2H4	loss_45	frag_15	frag_1
29.02655	1.80625				CH3N	loss_46	frag_16	frag_1
32.0626	18.51				C2H8	loss_47	frag_20	frag_1
40.0313	5.193				C3H4	loss_48	frag_23	frag_1
42.034369999999996	1.8725				C2H4N	loss_49	frag_25	frag_1
42.046949999999995	1.672				C3H6	loss_50	frag_26	frag_1
53.02655	9.60833				C3H3N	loss_51	frag_30	frag_1
55.042199999999994	4.862				C3H5N	loss_52	frag_33	frag_1
66.03437	6.92				C4H4N	loss_53	frag_38	frag_1
67.0422	6.015				C4H5N	loss_54	frag_40	frag_1
68.05002	4.01125				C4H6N	loss_55	frag_41	frag_1
69.05785	2.729				C4H7N	loss_56	frag_42	frag_1
70.06567	3.67857				C4H8N	loss_57	frag_43	frag_1
79.04220000000001	2.13167				C5H5N	loss_58	frag_46	frag_1
80.05001999999999	2.615				C5H6N	loss_59	frag_47	frag_1
81.05785	19.0				C5H7N	loss_60	frag_48	frag_1
82.06567000000001	5.683				C5H8N	loss_61	frag_49	frag_1
83.0735	1.57375				C5H9N	loss_62	frag_50	frag_1
93.05785	1.9975				C6H7N	loss_63	frag_53	frag_1
