mz	intensity	rcdk_assignment_top	rcdk_top_mass	rcdk_all_outputs	formula	index	from_index	to_index
45.03119	0.033952	C2H5O	45.03403978072	0.002849780719998307	C2H5O	frag_0		
89.02457	0.033952	FH6O4	89.02501183439	0.00044183439000278213	FH6O4	frag_1		
109.04723	0.033952	C7H6F	109.04535335611	0.0018766438900001958	C7H6F	frag_2		
123.01818	0.033952	C2H5NO5	123.01677226343	0.0014077365700018163	C2H5NO5	frag_3		
144.03494	0.033952	C10H5F	144.03752832388	0.0025883238799906394	C10H5F	frag_4		
162.12148	0.033952	C8H18O3	162.12559443885	0.0041144388499958495	C8H18O3	frag_5		
163.33705	0.033952	C8H34FN	163.26752826298	0.06952173702001119	C8H34FN	frag_6		
165.07243	0.033952	C10H10FO	165.0715681046	0.0008618953999928181	C10H10FO	frag_7		
170.0462	0.050928	C4H9FNO5	170.04647555508	0.0002755550800088713	C4H9FNO5	frag_8		
171.09827	0.033952	C9H15O3	171.10211934216	0.0038493421599810063	C9H15O3	frag_9		
179.13165	0.033952	C8H18FNO2	179.13215698644	0.0005069864400013557	C8H18FNO2	frag_10		
182.05106	0.033952	C13H7F	182.05317838834	0.002118388339994226	C13H7F	frag_11		
186.12006	0.050928	C10H18O3	186.12559443885	0.0055344388499918296	C10H18O3	frag_12		
190.15273	0.033952	C10H22O3	190.15689456777	0.0041645677700046235	C10H22O3	frag_13		
196.05968	0.050928	C9H10NO4	196.06098280501	0.0013028050100274413	C9H10NO4	frag_14		
199.08366	0.033952	C9H13NO4	199.0844579017	0.000797901699996828	C9H13NO4	frag_15		
202.16074	0.033952	C11H21FNO	202.16071746356	2.253644001370958e-05	C11H21FNO	frag_16		
204.13297	0.033952	C14H17F	204.13142871064	0.0015412893600057487	C14H17F	frag_17		
207.05678	0.033952	C7H10FNO5	207.05430058731	0.0024794126900076208	C7H10FNO5	frag_18		
208.05151	0.033952	C14H8O2	208.05242949697998	0.0009194969799750652	C14H8O2	frag_19		
210.06645	0.033952	C14H10O2	210.06807956144002	0.0016295614400121394	C14H10O2	frag_20		
212.07883	0.033952	C14H12O2	212.0837296259	0.00489962589998072	C14H12O2	frag_21		
213.09988	0.050928	C10H15NO4	213.10010796616	0.00022796615999709502	C10H15NO4	frag_22		
217.14246	0.033952	C11H21O4	217.14398415511	0.0015241551099904882	C11H21O4	frag_23		
220.0598	0.050928	C11H10NO4	220.06098280501	0.0011828050100177734	C11H10NO4	frag_24		
222.065	0.033952	C15H10O2	222.06807956144002	0.003079561440017642	C15H10O2	frag_25		
223.07835	0.067904	C12H12FO3	223.0770474082	0.001302591799998254	C12H12FO3	frag_26		
224.09192	0.084476	C11H14NO4	224.09228293393	0.0003629339300061929	C11H14NO4	frag_27		
225.08882	0.067904	C15H13O2	225.09155465813	0.002734658130009393	C15H13O2	frag_28		
226.10059	0.050928	C12H15FO3	226.10052250489002	6.749510998815822e-05	C12H15FO3	frag_29		
227.08292	0.050928	C18H11	227.08607535453	0.0031553545300084807	C18H11	frag_30		
230.04691	0.033952	C9H9FNO5	230.04647555508	0.0004344449199891187	C9H9FNO5	frag_31		
232.15901	0.033952	C8H23FNO5	232.1560260063	0.0029839936999849215	C8H23FNO5	frag_32		
234.06816	0.033952	C16H10O2	234.06807956144002	8.043855999062544e-05	C16H10O2	frag_33		
234.17554	0.050928	C16H23F	234.17837890402	0.002838904019995425	C16H23F	frag_34		
235.07623	0.033952	C16H11O2	235.07590459367	0.0003254063300062171	C16H11O2	frag_35		
236.08647	0.1253	C16H11FN	236.08755252169	0.0010825216899945644	C16H11FN	frag_36		
237.08591	0.050928	C16H13O2	237.09155465813	0.00564465812999515	C16H13O2	frag_37		
238.10477	0.51292	C16H13FN	238.10320258615	0.0015674138500116896	C16H13FN	frag_38		
239.11064	0.0675	C16H14FN	239.11102761837998	0.0003876183799889077	C16H14FN	frag_39		
240.11644	0.531109	C13H17FO3	240.11617256935	0.0002674306500125567	C13H17FO3	frag_40		
241.12218	0.050928	C16H17O2	241.12285478705002	0.0006747870500305453	C16H17O2	frag_41		
242.12784	0.033952	C16H18O2	242.13067981928	0.0028398192800125344	C16H18O2	frag_42		
247.0706	0.033952	C17H11O2	247.07590459367	0.005304593669990254	C17H11O2	frag_43		
248.08415	0.067904	C17H12O2	248.0837296259	0.00042037410000261843	C17H12O2	frag_44		
249.08871	0.084476	C17H13O2	249.09155465813	0.002844658130015887	C17H13O2	frag_45		
