mz	intensity	rcdk_assignment_top	rcdk_top_mass	rcdk_all_outputs	formula	index	from_index	to_index
55.01784	1.88333333333333	C3H3O	55.01838971626	0.0005497162600036631	C3H3O	frag_0		
55.05423	1.16	C4H7	55.05477522561	0.0005452256100042518	C4H7	frag_1		
57.06988	1.0825	C4H9	57.07042529007	0.0005452900700007035	C4H9	frag_2		
58.06513	13.694	C3H8N	58.06567426227	0.0005442622699973754	C3H8N	frag_3		
59.04914	0.904	C3H7O	59.04968984518	0.0005498451799965665	C3H7O	frag_4		
67.05423	0.98	C5H7	67.05477522561	0.0005452256099971464	C5H7	frag_5		
69.06988	0.426	C5H9	69.07042529007	0.0005452900700078089	C5H9	frag_6		
72.04439	2.15333333333333	C3H6NO	72.04493881738	0.0005488173799932383	C3H6NO	frag_7		
73.02841	0.456	C3H5O2	73.02895440029	0.0005444002900105716	C3H5O2	frag_8		
79.05423	0.866666666666667	C6H7	79.05477522561	0.0005452256099971464	C6H7	frag_9		
81.06988	0.7025	C6H9	81.07042529007	0.0005452900700078089	C6H9	frag_10		
86.09643	100.0	C5H12N	86.09697439119	0.0005443911900044895	C5H12N	frag_11		
87.04406	0.71	C4H7O2	87.04460446475	0.0005444647499928124	C4H7O2	frag_12		
91.05423	2.15666666666667	C7H7	91.05477522561	0.0005452256099971464	C7H7	frag_13		
93.06988	0.456	C7H9	93.07042529007	0.0005452900700078089	C7H9	frag_14		
95.04914	0.67	C6H7O	95.04968984518	0.0005498451800036719	C6H7O	frag_15		
95.08553	0.54	C7H11	95.08607535453	0.0005453545299900497	C7H11	frag_16		
100.07569	5.23	C5H10NO	100.07623894630001	0.0005489463000145633	C5H10NO	frag_17		
101.05971	0.34	C5H9O2	101.06025452921	0.0005445292100034749	C5H9O2	frag_18		
105.06988	1.22333333333333	C8H9	105.07042529007	0.0005452900700078089	C8H9	frag_19		
107.08553	0.443333333333333	C8H11	107.08607535453	0.0005453545299900497	C8H11	frag_20		
109.10118	0.24	C8H13	109.10172541899	0.0005454189900007123	C8H13	frag_21		
115.03897	0.47	C5H7O3	115.03951908432	0.0005490843199993378	C5H7O3	frag_22		
119.08553	0.4675	C9H11	119.08607535453	0.0005453545299900497	C9H11	frag_23		
121.10118	0.293333333333333	C9H13	121.10172541899	0.0005454189900007123	C9H13	frag_24		
159.1128	0.24	C7H15N2O2	159.11335273145	0.0005527314500000102	C7H15N2O2	frag_25		
165.09101	0.43	C10H13O2	165.09155465813	0.0005446581299963782	C10H13O2	frag_26		
17.026550000000007	2.01833				H3N	loss_0	frag_7	frag_0
45.057849999999995	3.55667				C2H7N	loss_1	frag_17	frag_0
31.0422	50.58				CH5N	loss_2	frag_11	frag_1
36.00000000000001	1.65833				C3	loss_3	frag_13	frag_1
45.02146	3.195				CH3NO	loss_4	frag_17	frag_1
50.01565	1.19167				C4H2	loss_5	frag_19	frag_1
29.02655	50.54125				CH3N	loss_6	frag_11	frag_2
43.00581	3.15625				CHNO	loss_7	frag_17	frag_2
48.0	1.15292				C4	loss_8	frag_19	frag_2
28.031299999999995	56.847				C2H4	loss_9	frag_11	frag_3
41.02654999999999	3.067				C2H3N	loss_10	frag_17	frag_4
19.042199999999994	50.49				H5N	loss_11	frag_11	frag_5
24.0	1.56833				C2	loss_12	frag_13	frag_5
33.02145999999999	3.105				H3NO	loss_13	frag_17	frag_5
38.015649999999994	1.10167				C3H2	loss_14	frag_19	frag_5
12.0	0.56425				C	loss_15	frag_10	frag_6
17.02655	50.213				H3N	loss_16	frag_11	frag_6
24.0	0.441				C2	loss_17	frag_14	frag_6
26.015650000000008	0.483				C2H2	loss_18	frag_16	frag_6
31.005809999999997	2.828				HNO	loss_19	frag_17	frag_6
36.0	0.82467				C3	loss_20	frag_19	frag_6
38.01565000000001	0.43467				C3H2	loss_21	frag_20	frag_6
50.01565000000001	0.44675				C4H2	loss_22	frag_23	frag_6
96.02113000000001	0.428				C5H4O2	loss_23	frag_26	frag_6
28.031299999999987	3.69167				C2H4	loss_24	frag_17	frag_7
14.015650000000008	0.583				CH2	loss_25	frag_12	frag_8
42.01056000000001	0.463				C2H2O	loss_26	frag_22	frag_8
12.0	1.51167				C	loss_27	frag_13	frag_9
26.015649999999994	1.045				C2H2	loss_28	frag_19	frag_9
24.0	0.96292				C2	loss_29	frag_19	frag_10
2.015650000000008	0.498				H2	loss_30	frag_16	frag_14
12.0	0.83967				C	loss_31	frag_19	frag_14
26.015650000000008	0.46175				C2H2	loss_32	frag_23	frag_14
64.03130000000002	0.385				C5H4	loss_33	frag_26	frag_18
12.0	0.45542				C	loss_34	frag_23	frag_20
12.0	0.26667				C	loss_35	frag_24	frag_21
55.98983000000001	0.335				C2O2	loss_36	frag_26	frag_21
43.98983000000001	0.36167				CO2	loss_37	frag_26	frag_24
