mz	intensity	rcdk_assignment_top	rcdk_top_mass	rcdk_all_outputs	formula	index	from_index	to_index
55.05423	0.35	C4H7	55.05477522561	0.0005452256100042518	C4H7	frag_0		
67.05423	0.29	C5H7	67.05477522561	0.0005452256099971464	C5H7	frag_1		
69.06988	2.705	C5H9	69.07042529007	0.0005452900700078089	C5H9	frag_2		
79.05423	5.68	C6H7	79.05477522561	0.0005452256099971464	C6H7	frag_3		
81.06988	0.35	C6H9	81.07042529007	0.0005452900700078089	C6H9	frag_4		
113.04195	1.17	C6H9S	113.04249646446999	0.0005464644699912924	C6H9S	frag_5		
14.01565	1.5275				CH2	loss_0	frag_2	frag_0
24.000000000000007	3.015				C2	loss_1	frag_3	frag_0
57.98772	0.76				C2H2S	loss_2	frag_5	frag_0
2.0156499999999937	1.4975				H2	loss_3	frag_2	frag_1
12.0	2.985				C	loss_4	frag_3	frag_1
14.015649999999994	0.32				CH2	loss_5	frag_4	frag_1
45.987719999999996	0.73				CH2S	loss_6	frag_5	frag_1
31.972070000000002	0.76				S	loss_7	frag_5	frag_4
