mz	intensity	rcdk_assignment_top	rcdk_top_mass	rcdk_all_outputs	formula	index	from_index	to_index
53.03858	16.06	C4H5	53.03912516115	0.0005451611499935893	C4H5	frag_0		
55.01784	19.52	C3H3O	55.01838971626	0.0005497162600036631	C3H3O	frag_1		
55.05423	59.56	C4H7	55.05477522561	0.0005452256100042518	C4H7	frag_2		
57.03349	17.025	C3H5O	57.03403978072	0.0005497807200001148	C3H5O	frag_3		
57.06988	15.65	C4H9	57.07042529007	0.0005452900700007035	C4H9	frag_4		
61.02841	12.37	C2H5O2	61.028954400290004	0.0005444002900034661	C2H5O2	frag_5		
67.05423	39.99	C5H7	67.05477522561	0.0005452256099971464	C5H7	frag_6		
69.03349	36.225	C4H5O	69.03403978072001	0.0005497807200072202	C4H5O	frag_7		
69.06988	33.955	C5H9	69.07042529007	0.0005452900700078089	C5H9	frag_8		
71.04914	12.01	C4H7O	71.04968984518	0.0005498451800036719	C4H7O	frag_9		
71.08553	6.55333333333333	C5H11	71.08607535453	0.0005453545299900497	C5H11	frag_10		
79.05423	47.745	C6H7	79.05477522561	0.0005452256099971464	C6H7	frag_11		
81.03349	14.45	C5H5O	81.03403978072001	0.0005497807200072202	C5H5O	frag_12		
81.06988	60.14	C6H9	81.07042529007	0.0005452900700078089	C6H9	frag_13		
83.04914	18.48	C5H7O	83.04968984518	0.0005498451800036719	C5H7O	frag_14		
83.08553	68.015	C6H11	83.08607535453	0.0005453545299900497	C6H11	frag_15		
85.02841	48.615	C4H5O2	85.02895440029	0.0005444002900105716	C4H5O2	frag_16		
85.10118	0.89	C6H13	85.10172541899	0.0005454189900007123	C6H13	frag_17		
87.04406	8.36	C4H7O2	87.04460446475	0.0005444647499928124	C4H7O2	frag_18		
89.05971	28.375	C4H9O2	89.06025452921	0.0005445292100034749	C4H9O2	frag_19		
91.05423	40.955	C7H7	91.05477522561	0.0005452256099971464	C7H7	frag_20		
93.06988	43.755	C7H9	93.07042529007	0.0005452900700078089	C7H9	frag_21		
95.04914	19.015	C6H7O	95.04968984518	0.0005498451800036719	C6H7O	frag_22		
95.08553	74.04	C7H11	95.08607535453	0.0005453545299900497	C7H11	frag_23		
97.02841	13.67	C5H5O2	97.02895440029	0.0005444002900105716	C5H5O2	frag_24		
97.06479	14.615	C6H9O	97.06533990964	0.0005499096400001235	C6H9O	frag_25		
97.10118	11.05	C7H13	97.10172541899	0.0005454189900007123	C7H13	frag_26		
99.04406	12.285	C5H7O2	99.04460446475	0.0005444647499928124	C5H7O2	frag_27		
105.06988	41.08	C8H9	105.07042529007	0.0005452900700078089	C8H9	frag_28		
107.08553	53.82	C8H11	107.08607535453	0.0005453545299900497	C8H11	frag_29		
109.06479	16.925	C7H9O	109.06533990964	0.0005499096400001235	C7H9O	frag_30		
109.10118	15.265	C8H13	109.10172541899	0.0005454189900007123	C8H13	frag_31		
111.04406	11.09	C6H7O2	111.04460446475	0.0005444647499928124	C6H7O2	frag_32		
111.08044	24.48	C7H11O	111.08098997409999	0.0005499740999965752	C7H11O	frag_33		
117.06988	14.17	C9H9	117.07042529007	0.0005452900700078089	C9H9	frag_34		
119.08553	69.94	C9H11	119.08607535453	0.0005453545299900497	C9H11	frag_35		
121.06479	13.69	C8H9O	121.06533990964	0.0005499096400001235	C8H9O	frag_36		
121.10118	16.06	C9H13	121.10172541899	0.0005454189900007123	C9H13	frag_37		
123.08044	46.415	C8H11O	123.08098997409999	0.0005499740999965752	C8H11O	frag_38		
125.09609	14.88	C8H13O	125.09664003856	0.0005500385599930269	C8H13O	frag_39		
129.06988	8.98	C10H9	129.07042529007	0.0005452900699935981	C10H9	frag_40		
